,score,is_test,truth
670,4.1791617e-07,0,0
1200,4.8700485e-07,0,0
2232,5.175653e-07,1,0
950,5.221736e-07,0,0
497,6.604758e-07,0,0
3793,7.010668e-07,1,0
812,7.628021e-07,0,0
2349,8.340059e-07,1,0
396,1.0297623e-06,0,0
932,1.0542066e-06,0,0
713,1.1422619e-06,0,0
2762,1.1696477e-06,1,0
1642,1.2049753e-06,0,0
2818,1.3566997e-06,1,0
121,1.3685719e-06,0,0
1322,1.3839002e-06,0,0
1169,1.4337915e-06,0,0
1432,1.4902574e-06,0,0
342,1.5079994e-06,0,0
2709,1.5335434e-06,1,0
3054,1.5392137e-06,1,0
1428,1.5613698e-06,0,0
573,1.6053e-06,0,0
425,1.6924117e-06,0,0
642,1.7687302e-06,0,0
2384,1.8104604e-06,1,0
648,1.8273416e-06,0,0
1842,1.8374423e-06,0,0
1216,1.8509404e-06,0,0
3596,1.883209e-06,1,0
2865,1.8918279e-06,1,0
1286,1.8937864e-06,0,0
1982,1.908392e-06,0,0
1484,1.928946e-06,0,0
262,1.9340446e-06,0,0
604,1.9688127e-06,0,0
1253,2.0212747e-06,0,0
1879,2.0419127e-06,0,0
1196,2.1490312e-06,0,0
1424,2.1532346e-06,0,0
1828,2.1706587e-06,0,0
2882,2.2305355e-06,1,0
1864,2.253538e-06,0,0
1931,2.2799256e-06,0,0
223,2.3017815e-06,0,0
1234,2.316249e-06,0,0
2070,2.3920568e-06,1,0
1394,2.3998782e-06,0,0
768,2.5412776e-06,0,0
1003,2.5572456e-06,0,0
218,2.561722e-06,0,0
1817,2.5844815e-06,0,0
2583,2.6029318e-06,1,0
882,2.6166456e-06,0,0
1273,2.6594287e-06,0,0
1893,2.6675978e-06,0,0
2639,2.686828e-06,1,0
660,2.7316025e-06,0,0
170,2.7916535e-06,0,0
1306,2.8111992e-06,0,0
1645,2.8902666e-06,0,0
1570,2.9666814e-06,0,0
2635,3.0107315e-06,1,0
1852,3.0468625e-06,0,0
1403,3.1139157e-06,0,0
919,3.1169195e-06,0,0
2409,3.1289308e-06,1,0
101,3.1446928e-06,0,0
3612,3.1838586e-06,1,0
1179,3.231546e-06,0,0
1992,3.265055e-06,1,0
639,3.4412747e-06,0,0
879,3.450996e-06,0,0
354,3.4551517e-06,0,0
1843,3.4696377e-06,0,0
651,3.4786563e-06,0,0
1940,3.4919717e-06,0,0
1981,3.5487008e-06,0,0
3071,3.5845958e-06,1,0
1870,3.5866235e-06,0,0
1419,3.6016777e-06,0,0
1929,3.6757554e-06,0,0
1142,3.7086006e-06,0,0
3557,3.7092088e-06,1,0
1540,3.7250475e-06,0,0
1973,3.7287653e-06,0,0
1855,3.7466273e-06,0,0
1498,3.8010137e-06,0,0
894,3.8285393e-06,0,0
3432,3.8824187e-06,1,0
2259,3.90383e-06,1,0
2241,3.9053457e-06,1,0
605,3.915919e-06,0,0
1020,4.117921e-06,0,0
104,4.133187e-06,0,0
1034,4.1537783e-06,0,0
1161,4.157995e-06,0,0
1121,4.1663984e-06,0,0
2606,4.1758976e-06,1,0
750,4.220402e-06,0,0
3949,4.2436e-06,1,0
2323,4.247621e-06,1,0
1912,4.3923956e-06,0,0
1167,4.516973e-06,0,0
1012,4.546114e-06,0,0
3972,4.558852e-06,1,0
565,4.5917945e-06,0,0
1463,4.661935e-06,0,0
2417,4.6686705e-06,1,0
3452,4.7345857e-06,1,0
2213,4.9093915e-06,1,0
3744,4.943821e-06,1,0
771,4.9671e-06,0,0
1494,5.0217127e-06,0,0
758,5.0499225e-06,0,0
1133,5.0929475e-06,0,0
2570,5.116265e-06,1,0
2353,5.1880593e-06,1,0
467,5.2203695e-06,0,0
1897,5.2306154e-06,0,0
203,5.254724e-06,0,0
90,5.4466495e-06,0,0
2914,5.511747e-06,1,0
1818,5.556231e-06,0,0
848,5.659769e-06,0,0
28,5.668114e-06,0,0
3225,5.69121e-06,1,0
562,5.69639e-06,0,0
2063,5.7088823e-06,1,0
1503,5.7135717e-06,0,0
1720,5.7303737e-06,0,0
3613,5.75576e-06,1,0
1491,5.7837224e-06,0,0
1433,5.7937423e-06,0,0
3522,5.794477e-06,1,0
1,5.8053015e-06,0,0
636,5.849394e-06,0,0
480,5.8879386e-06,0,0
625,5.940867e-06,0,0
151,6.118902e-06,0,0
1235,6.2174477e-06,0,0
1288,6.2464746e-06,0,0
1088,6.28166e-06,0,0
238,6.2918643e-06,0,0
1670,6.300372e-06,0,0
1290,6.390331e-06,0,0
1363,6.4712094e-06,0,0
2289,6.478959e-06,1,0
1752,6.638139e-06,0,0
976,6.7157207e-06,0,0
703,6.717745e-06,0,0
1510,6.7303263e-06,0,0
1760,6.7371584e-06,0,0
1431,6.759065e-06,0,0
1112,6.77215e-06,0,0
152,6.826124e-06,0,0
2023,6.8950962e-06,1,0
233,6.9399166e-06,0,0
3407,6.9905986e-06,1,0
429,7.0068045e-06,0,0
1124,7.0475567e-06,0,0
2350,7.115563e-06,1,0
1615,7.2636517e-06,0,0
1731,7.2913085e-06,0,0
581,7.3903884e-06,0,0
958,7.556185e-06,0,0
392,7.5628827e-06,0,0
3710,7.5864386e-06,1,0
198,7.5961107e-06,0,0
2573,7.66906e-06,1,0
1062,7.688159e-06,0,0
1775,7.806287e-06,0,0
983,7.808623e-06,0,0
1474,7.818221e-06,0,0
688,7.8507e-06,0,0
3165,7.853665e-06,1,0
384,8.01188e-06,0,0
3381,8.074709e-06,1,0
234,8.12072e-06,0,0
815,8.142038e-06,0,0
86,8.21385e-06,0,0
1609,8.293807e-06,0,0
1176,8.3382265e-06,0,0
3032,8.3837485e-06,1,0
821,8.409548e-06,0,0
725,8.468169e-06,0,0
2168,8.493031e-06,1,0
186,8.535236e-06,0,0
3175,8.5749525e-06,1,0
244,8.638581e-06,0,0
310,8.732593e-06,0,0
2986,8.905404e-06,1,0
348,9.078839e-06,0,0
66,9.292052e-06,0,0
1530,9.324009e-06,0,0
3850,9.414701e-06,1,0
1155,9.43702e-06,0,0
1351,9.66929e-06,0,0
1684,9.858785e-06,0,0
1956,9.874329e-06,0,0
2201,9.882186e-06,1,0
388,9.951073e-06,0,0
1229,1.004313e-05,0,0
2861,1.0202646e-05,1,0
258,1.0211953e-05,0,0
1888,1.02223785e-05,0,0
2444,1.0260019e-05,1,0
2477,1.0314015e-05,1,0
1979,1.034108e-05,0,0
2952,1.0532476e-05,1,0
456,1.054878e-05,0,0
2237,1.0660551e-05,1,0
1630,1.0779827e-05,0,0
2294,1.0790914e-05,1,0
650,1.0811309e-05,0,0
1360,1.094168e-05,0,0
1507,1.1006714e-05,0,0
1692,1.1284761e-05,0,0
451,1.1497152e-05,0,0
2002,1.1581381e-05,1,0
1947,1.1601931e-05,0,0
3495,1.1682637e-05,1,0
3113,1.170099e-05,1,0
833,1.1721004e-05,0,0
978,1.1988352e-05,0,0
1041,1.2130094e-05,0,0
1327,1.2305449e-05,0,0
285,1.2386109e-05,0,0
2999,1.2421538e-05,1,0
3234,1.2790268e-05,1,0
3851,1.2848508e-05,1,0
2839,1.3075781e-05,1,0
1025,1.3355131e-05,0,0
1808,1.3358468e-05,0,0
2812,1.3483565e-05,1,0
1563,1.3563784e-05,0,0
1447,1.3642959e-05,0,0
2993,1.3678511e-05,1,0
466,1.3865323e-05,0,0
302,1.3979215e-05,0,0
2751,1.4075637e-05,1,0
1579,1.4096378e-05,0,0
358,1.4659053e-05,0,0
1406,1.4678007e-05,0,0
3249,1.5003499e-05,1,0
420,1.5015008e-05,0,0
1035,1.5035384e-05,0,0
1759,1.5037392e-05,0,0
878,1.5049701e-05,0,0
414,1.5154375e-05,0,0
38,1.5341373e-05,0,0
1920,1.5458421e-05,0,0
1183,1.5485984e-05,0,0
1795,1.5595866e-05,0,0
1741,1.5642356e-05,0,0
1799,1.5707694e-05,0,0
1863,1.5731875e-05,0,0
1071,1.5792333e-05,0,0
714,1.5939902e-05,0,0
696,1.6061196e-05,0,0
1953,1.6063434e-05,0,0
658,1.6146447e-05,0,0
1789,1.6217264e-05,0,0
3386,1.6381142e-05,1,0
2186,1.6796796e-05,1,0
1946,1.7066934e-05,0,0
777,1.7353525e-05,0,0
3863,1.7429404e-05,1,0
2601,1.7599166e-05,1,0
3360,1.7619303e-05,1,0
156,1.7648514e-05,0,0
1250,1.77755e-05,0,0
1902,1.7834725e-05,0,0
596,1.7980363e-05,0,0
284,1.8040444e-05,0,0
2301,1.8160274e-05,1,0
2735,1.8189514e-05,1,0
1531,1.8598868e-05,0,0
1029,1.8708859e-05,0,0
570,1.8838895e-05,0,0
297,1.8899302e-05,0,0
3979,1.9165418e-05,1,0
2842,1.9262954e-05,1,0
100,1.93356e-05,0,0
1966,1.9349713e-05,0,0
367,1.9436226e-05,0,0
2244,1.9459261e-05,1,0
1526,1.9767314e-05,0,0
413,1.986117e-05,0,0
270,1.9930636e-05,0,0
1639,2.0061412e-05,0,0
1467,2.0096719e-05,0,0
1396,2.0453937e-05,0,0
1729,2.051436e-05,0,0
1244,2.0577294e-05,0,0
180,2.064889e-05,0,0
1408,2.0674011e-05,0,0
1908,2.0676023e-05,0,0
111,2.0948346e-05,0,0
1098,2.0976853e-05,0,0
2310,2.1061383e-05,1,0
2983,2.1097225e-05,1,0
411,2.1345788e-05,0,0
1125,2.1704684e-05,0,0
719,2.1706732e-05,0,0
835,2.1989112e-05,0,0
2797,2.2082835e-05,1,0
1221,2.2172942e-05,0,0
82,2.2181572e-05,0,0
952,2.2226188e-05,0,0
3468,2.2257916e-05,1,0
2215,2.2286571e-05,1,0
834,2.237866e-05,0,0
175,2.2705935e-05,0,0
2097,2.2707602e-05,1,0
2253,2.2817441e-05,1,0
435,2.2817898e-05,0,0
2493,2.2862157e-05,1,0
226,2.286835e-05,0,0
2600,2.3331922e-05,1,0
731,2.4109899e-05,0,0
3856,2.4182662e-05,1,0
3854,2.429403e-05,1,0
974,2.4425935e-05,0,0
1911,2.4427567e-05,0,0
2777,2.4486437e-05,1,0
3457,2.4542309e-05,1,0
3160,2.4677467e-05,1,0
1636,2.4870225e-05,0,0
2641,2.4961375e-05,1,0
3070,2.501089e-05,1,0
1566,2.5324147e-05,0,0
3217,2.54465e-05,1,0
124,2.5604477e-05,0,0
1340,2.6109368e-05,0,0
1625,2.6218506e-05,0,0
3279,2.6458629e-05,1,0
1224,2.6651445e-05,0,0
1087,2.6992177e-05,0,0
3772,2.7595313e-05,1,0
3771,2.7686465e-05,1,0
575,2.7701202e-05,0,0
1277,2.773416e-05,0,0
55,2.7857182e-05,0,0
240,2.8703256e-05,0,0
1736,2.8825269e-05,0,0
893,2.888256e-05,0,0
3232,2.9017618e-05,1,0
746,2.9019002e-05,0,0
1850,2.9019555e-05,0,0
0,2.915781e-05,0,0
1026,2.9382401e-05,0,0
776,2.953855e-05,0,0
1595,2.9700801e-05,0,0
51,2.9913279e-05,0,0
1704,2.9921383e-05,0,0
2909,3.0164709e-05,1,0
379,3.044315e-05,0,0
1249,3.0601463e-05,0,0
1857,3.0623156e-05,0,0
3848,3.079295e-05,1,0
1267,3.0872543e-05,0,0
1488,3.149059e-05,0,0
1207,3.1568736e-05,0,0
161,3.170813e-05,0,0
766,3.1844946e-05,0,0
781,3.2054813e-05,0,0
1635,3.2077354e-05,0,0
1435,3.2165295e-05,0,0
1601,3.2223572e-05,0,0
76,3.2292664e-05,0,0
1773,3.258963e-05,0,0
1420,3.2609867e-05,0,0
645,3.272229e-05,0,0
2229,3.2738055e-05,1,0
460,3.2935623e-05,0,0
1315,3.3655026e-05,0,0
1797,3.3701046e-05,0,0
1123,3.3854183e-05,0,0
3754,3.396695e-05,1,0
1668,3.3987428e-05,0,0
3182,3.4104374e-05,1,0
1412,3.417281e-05,0,0
1860,3.4191973e-05,0,0
1468,3.4440818e-05,0,0
3539,3.4485318e-05,1,0
1335,3.4515586e-05,0,0
30,3.4597448e-05,0,0
315,3.4705867e-05,0,0
2858,3.4712986e-05,1,0
1094,3.4789737e-05,0,0
3335,3.497229e-05,1,0
2147,3.5102403e-05,1,0
1793,3.524855e-05,0,0
57,3.5274075e-05,0,0
3638,3.5313926e-05,1,0
3092,3.5363802e-05,1,0
1292,3.5414225e-05,0,0
2540,3.545674e-05,1,0
2558,3.5747496e-05,1,0
1505,3.577372e-05,0,0
1366,3.5836376e-05,0,0
237,3.5867215e-05,0,0
1967,3.5924248e-05,0,0
3674,3.593124e-05,1,0
1047,3.6045385e-05,0,0
1018,3.6078673e-05,0,0
3726,3.6543297e-05,1,0
1226,3.7117374e-05,0,0
210,3.717905e-05,0,0
629,3.72295e-05,0,0
3443,3.742853e-05,1,0
3041,3.7580354e-05,1,0
2351,3.8021655e-05,1,0
1295,3.850337e-05,0,0
1203,3.8900864e-05,0,0
196,3.9172694e-05,0,0
1827,3.947834e-05,0,0
3388,3.982911e-05,1,0
826,3.9879273e-05,0,0
799,3.9895935e-05,0,0
3308,3.9980645e-05,1,0
1390,4.0160012e-05,0,0
1898,4.0370895e-05,0,0
1413,4.046502e-05,0,0
1225,4.0502506e-05,0,0
2052,4.0638424e-05,1,0
2320,4.0774485e-05,1,0
1456,4.081203e-05,0,0
326,4.1145522e-05,0,0
1927,4.132432e-05,0,0
2456,4.1489933e-05,1,0
784,4.1603205e-05,0,0
1921,4.161408e-05,0,0
174,4.1880576e-05,0,0
2165,4.2194148e-05,1,0
1334,4.2195596e-05,0,0
996,4.2330936e-05,0,0
761,4.2447355e-05,0,0
1293,4.2562147e-05,0,0
1021,4.2596665e-05,0,0
3564,4.279797e-05,1,0
955,4.3338292e-05,0,0
997,4.3339864e-05,0,0
1859,4.338229e-05,0,0
3262,4.3423846e-05,1,0
3100,4.352073e-05,1,0
1108,4.357135e-05,0,0
1761,4.371727e-05,0,0
2759,4.384729e-05,1,0
3830,4.398629e-05,1,0
2413,4.4078628e-05,1,0
586,4.4475066e-05,0,0
83,4.459177e-05,0,0
2661,4.4605804e-05,1,0
2634,4.4637294e-05,1,0
3095,4.4682096e-05,1,0
1102,4.4756172e-05,0,0
2206,4.4765642e-05,1,0
1745,4.477777e-05,0,0
2300,4.4892786e-05,1,0
2362,4.49088e-05,1,0
1164,4.5083663e-05,0,0
816,4.5102453e-05,0,0
376,4.5279012e-05,0,0
3695,4.530182e-05,1,0
730,4.5491997e-05,0,0
885,4.5751553e-05,0,0
1815,4.588364e-05,0,0
3876,4.597636e-05,1,0
1798,4.602032e-05,0,0
3014,4.617233e-05,1,0
1506,4.6205805e-05,0,0
1620,4.698925e-05,0,0
843,4.7461806e-05,0,0
1264,4.7651964e-05,0,0
3841,4.772359e-05,1,0
1716,4.7862046e-05,0,0
1906,4.787492e-05,0,0
3039,4.7879395e-05,1,0
3513,4.8131e-05,1,0
661,4.8151524e-05,0,0
80,4.8209095e-05,0,0
2443,4.8221136e-05,1,0
3752,4.8237558e-05,1,0
64,4.8643466e-05,0,0
1440,4.8701713e-05,0,0
1239,4.8761525e-05,0,0
1006,4.8778827e-05,0,0
1092,4.8814934e-05,0,0
2613,4.893677e-05,1,0
449,4.9198432e-05,0,0
1189,4.920003e-05,0,0
1345,4.939447e-05,0,0
1136,4.9504866e-05,0,0
17,4.9520542e-05,0,0
1132,4.9666105e-05,0,0
3416,4.9746926e-05,1,0
1943,5.0192477e-05,0,0
3044,5.0356157e-05,1,0
3964,5.1106003e-05,1,0
1237,5.111312e-05,0,0
1551,5.1283074e-05,0,0
1374,5.1341598e-05,0,0
1637,5.156126e-05,0,0
597,5.180612e-05,0,0
3629,5.2345284e-05,1,0
77,5.241356e-05,0,0
1219,5.246007e-05,0,0
831,5.2584986e-05,0,0
1371,5.2629934e-05,0,0
3373,5.266402e-05,1,0
2529,5.2764914e-05,1,0
1070,5.328391e-05,0,0
1271,5.33432e-05,0,0
1502,5.3944885e-05,0,0
1548,5.4512082e-05,0,0
1104,5.4756743e-05,0,0
157,5.476865e-05,0,0
549,5.4902044e-05,0,0
560,5.504112e-05,0,0
1434,5.5136625e-05,0,0
1131,5.5189917e-05,0,0
1013,5.5616383e-05,0,0
48,5.600181e-05,0,0
1437,5.6052624e-05,0,0
