-2.536717,-0.128968,-0.792021,-2.214556,-0.419781
-0.387897,-0.948878,-1.748507,-1.068935,-1.072609
-0.161116,-0.001458,1.179118,0.085284,0.698294
-1.242563,-1.646404,-0.826369,-0.512659,-1.035787
-1.405104,-0.149722,-0.504547,-1.739408,-0.994545
1.262949,1.077937,0.277630,1.668849,1.325120
1.477487,0.998508,0.921842,1.527225,0.797235
-1.211088,-1.699493,-2.474133,0.026607,-0.301916
-0.601196,1.595052,2.166574,1.140906,0.734811
-0.601897,-1.297061,-1.094414,0.727091,-0.140563
0.513101,-1.470858,-1.466176,-0.243942,-0.567170
1.828711,-1.138919,2.510741,-0.241527,0.969823
-1.367538,1.104992,-1.397825,-0.403275,-0.781317
0.240928,1.292733,-0.392887,1.742023,1.106520
1.493743,0.286071,-0.483713,1.393699,1.144808
-0.307716,-1.617229,0.039404,-0.178963,-1.164279
-0.828738,-2.033789,-0.622735,-0.414969,-0.253349
1.670103,0.480160,0.888426,1.833239,0.752855
-1.022033,1.613234,1.465708,0.241371,0.951154
-2.765173,-0.089766,-0.393981,0.447153,-0.758351
-1.531439,-0.205772,-2.961720,-0.289757,-0.575698
-1.509919,0.407024,-3.643862,-1.906366,-1.148753
-0.086901,-1.471070,-1.307639,-0.633263,-0.733418
-3.250449,0.519755,-1.320078,-0.013706,-0.556077
0.239717,-0.164978,-0.836120,-0.330273,-1.247684
-1.373279,-1.595409,-0.350822,-0.833304,-1.140851
0.584636,0.773513,0.380494,1.021909,1.170675
2.145168,1.609150,0.033285,0.574129,0.943039
-2.037665,1.019603,-2.391136,-1.055779,-0.876469
0.211905,-0.228935,-1.451729,-1.528556,-1.350906
0.926952,0.098565,1.699796,0.897887,0.572515
0.189330,-0.594063,0.562412,-0.358946,-0.628838
2.629517,2.318895,1.328131,1.941232,1.276838
-0.325432,0.068728,2.470701,0.632909,0.960025
0.380798,0.504736,2.906837,1.866699,1.024470
2.803636,0.435573,0.673535,-0.667725,0.676398
1.527402,0.214384,2.264760,1.162609,1.045247
1.000722,1.357824,0.321412,0.302237,1.027383
-0.590407,-0.650586,-0.694906,-1.145797,-0.154956
1.559646,1.727590,-2.111744,1.051565,1.352342
0.534928,0.789307,-0.704579,0.463074,0.402661
0.552280,1.383747,0.143164,0.168431,1.378327
0.622647,0.468251,1.568869,1.832795,0.940450
-2.133247,-2.385280,-1.992101,0.585463,-1.101152
-0.018081,0.064115,2.923508,1.712135,0.951469
2.441533,1.766446,-0.877246,-0.937296,1.116609
-0.281574,-1.316140,-1.491331,-3.218150,-1.585889
1.136575,1.289155,1.141597,1.228877,0.910139
2.292358,1.079849,1.109172,2.082355,1.493205
-1.117231,-0.699355,0.008296,0.704977,0.597707
-3.047471,0.166609,-1.380609,-0.219694,-1.137620
-0.650167,-0.712543,-2.639020,-1.437068,-1.026969
-0.005700,0.264651,1.380111,0.508376,0.940107
0.897574,-0.361310,1.482807,-0.337430,0.703568
0.224655,2.221712,1.542577,1.016449,1.250471
-0.613417,-1.122188,-1.787425,-2.067870,-0.931028
-2.538472,-1.782820,0.673449,0.691051,-1.077535
1.490880,0.428016,-1.400508,0.449934,0.327343
1.383376,-0.073238,0.138995,-0.407998,0.799722
1.171097,-2.638702,-2.657460,0.071487,-1.093059
-2.166912,-3.220984,-0.684766,1.252890,-1.187336
-1.568128,-0.993193,-1.297319,-0.898460,-0.517657
1.208322,0.374473,-0.891656,-0.068402,0.952660
0.019712,-0.282694,-1.082235,-0.442298,-0.718760
0.380831,1.486724,1.168335,-0.659641,0.867144
1.955181,2.416404,1.168847,-0.033588,1.331287
-0.861181,-1.585756,-0.740016,-1.833350,-1.081284
1.242763,1.233668,1.037067,1.996440,0.897347
-1.123114,-0.786364,-1.498800,-0.145120,-1.191592
-1.466026,-0.407809,0.281243,-1.730960,-1.275871
0.504880,1.707334,0.217541,1.143722,0.682495
-0.658755,-2.222247,0.376209,-0.446014,-1.267311
0.460389,1.467048,1.603985,1.039146,0.623962
-0.416370,-0.331828,-0.847230,-1.108299,-0.724154
1.200258,1.793981,1.618637,1.733629,0.967436
1.730698,1.347619,-0.654615,-0.041460,0.684117
0.109590,-0.724441,-0.244463,1.576024,-0.693550
-0.785803,-0.667008,1.552884,-0.304199,0.823966
0.608915,-3.232193,-0.272866,1.461819,-0.250519
-1.751894,1.502001,-1.399177,-1.196832,-1.237490
-0.098376,0.461371,0.130484,0.817715,1.056654
-0.552046,1.429886,0.323574,1.181730,0.356258
2.825930,3.099889,1.198918,1.064888,0.836633
0.200270,2.459478,2.170564,-0.059022,0.925220
-1.602398,-1.136415,-2.841376,0.158684,-0.474095
1.228509,-1.053442,-1.678949,2.308904,0.531368
0.238942,1.296018,1.280912,1.541185,0.049059
1.375269,-0.372340,1.240223,1.073862,1.168175
0.162774,0.222594,0.925699,2.150949,0.492936
-0.738752,-1.328704,1.014338,-0.410291,-0.837911
-1.462842,-1.715959,0.683396,-1.867752,-1.181642
-1.013114,-1.671763,0.485843,-1.809397,-0.810589
-1.598185,0.435657,-2.174929,-1.449923,-0.875101
-0.920511,-0.031371,-0.415986,-0.913169,-0.915873
-1.063539,-2.186334,-0.612903,-2.818760,-1.125150
-2.252358,-0.747582,-2.292959,-2.193845,-1.270667
0.225686,-1.229125,0.339843,-2.245695,-0.704765
-0.578312,1.247034,0.985468,2.018631,0.848549
-0.528959,-0.789645,3.383399,0.014190,1.375609
-1.504391,-0.872305,-0.760616,-2.060510,-1.337182
-0.417280,-0.451660,-0.208585,-1.012873,-1.214589
0.838742,-0.900494,0.760045,-1.133544,-1.479851
0.725693,-0.056084,0.124440,-0.575245,-0.717239
-1.372761,-1.192863,-1.939319,-1.193287,-1.298235
0.481727,-0.243270,1.432636,1.209618,0.848026
-2.607657,-1.209405,-0.990223,-1.936684,-1.139494
1.960872,1.686433,-1.205564,0.293225,0.852819
4.001091,2.702633,-0.935296,0.672718,0.977557
-1.263340,0.028792,-1.017771,-1.264366,-0.751545
-1.220400,-1.838511,-1.282431,-0.198936,-1.256546
-1.588066,-1.374002,-0.695943,-0.779887,-0.834342
1.820902,0.307065,1.706514,0.099816,1.009697
1.262907,1.552287,2.470601,-0.209656,1.174337
0.740030,0.094594,1.221087,1.664186,1.070631
0.763194,0.970303,-0.866351,0.721451,0.990737
-0.817129,0.320174,-0.745414,-2.069727,-1.139316
-2.400236,-1.563205,-0.046309,0.289976,-0.961073
-1.104689,0.016664,-1.784162,-3.093207,-0.812099
0.185048,1.332922,2.757206,-1.073451,1.505460
1.967943,-0.447286,-0.262867,0.564630,0.550038
-0.240891,1.080944,2.256375,0.096359,1.374335
0.966450,0.474328,-0.997093,1.652108,-0.297331
0.056949,-0.502844,-1.919752,-2.171502,-1.427198
-2.004398,-1.924016,0.946584,-1.623940,-0.241486
-1.301435,-3.186742,-2.703624,0.932061,-0.475320
1.305352,2.398499,0.731644,-0.523861,1.043627
2.234914,1.200533,0.146429,3.416409,1.312827
-0.981603,-0.267822,-0.706197,-1.890548,-0.978382
-0.855813,0.908556,-0.803934,-1.909765,-0.995168
0.726547,-0.051755,2.230175,0.269340,0.844111
-1.511931,-0.936703,0.201664,-1.406461,-0.960813
