-32.862118,8.582690
-19.109730,26.076618
43.821281,-35.142128
-42.914551,32.295918
-39.877468,-47.119629
-45.053818,-28.518415
25.136375,-40.982826
5.693434,-20.086987
17.393414,-1.062677
9.275438,-35.340271
15.579637,-52.872208
-15.416597,30.397398
-50.957146,39.263321
-61.938435,-13.652931
-7.151862,-49.812359
-40.454098,12.321228
12.494688,-58.498158
-36.520229,-6.874592
-28.874580,40.150925
-7.333354,-11.954671
-33.126057,25.147905
3.548946,2.001830
-16.142559,29.158649
-35.648487,14.150911
-52.939636,42.512478
8.116185,16.666451
-20.700747,-40.061531
4.462121,-16.640594
-25.179676,14.290970
1.129476,-16.379675
14.045145,41.847321
-8.700046,47.672241
2.155839,29.101976
-40.241528,39.621708
38.634129,-39.853329
-49.935177,35.625206
-49.238609,-15.000875
26.358250,-14.518864
-22.846718,-12.785393
34.530941,-34.368954
20.167952,-25.150961
-49.354465,34.783390
7.135709,-42.220722
-34.518089,40.792019
-37.528721,-25.267351
-24.023689,9.912391
20.619356,-4.189826
-15.790051,2.788748
-25.806639,17.580006
-22.948076,-47.301456
-53.343338,7.128328
-8.427278,-58.284225
-33.409367,-17.837095
10.387569,-47.612411
-44.731632,21.809664
-54.227291,10.969714
-51.358925,-15.307474
30.028265,-3.577178
-16.416702,-37.615013
-18.861116,-17.791447
2.564866,16.519419
-48.601891,-32.885204
11.170446,-40.912174
-19.655373,-20.904045
-51.400787,27.618677
-19.006315,-46.479916
-19.032467,17.398203
37.523403,-28.795618
-34.310612,-26.256830
11.515382,-6.442158
23.588264,-19.659418
-44.985374,41.859570
-46.989544,23.380888
-24.698048,7.321786
-2.868880,-0.134661
11.064470,-7.553408
-42.266312,3.700438
-5.950879,-46.682438
36.993412,-18.378906
1.299852,16.610249
19.460709,-10.075459
-42.545948,-20.766708
-38.513332,15.715458
24.092119,-22.603130
-18.594887,-3.873949
-52.561886,6.130694
-43.614540,16.759851
13.199635,-59.358444
8.773932,17.305538
-43.484165,16.414793
15.264934,-50.479752
-38.624859,20.627174
-50.700123,-27.384800
36.203148,-36.030846
-19.943089,11.332624
41.156155,-38.576363
-51.711662,-14.041303
1.886258,15.015310
-7.613094,13.044224
-44.305515,40.433449
17.056141,-52.738697
-36.787220,44.878471
-59.567513,-0.798860
-25.143675,33.256218
-43.220348,40.786217
-11.826694,-14.680897
8.161074,-33.700737
5.376159,-54.050529
-17.179260,-57.990749
-11.894778,19.343870
13.378458,-46.595333
20.525385,-19.503250
-41.032475,-24.492973
35.502224,-23.771715
16.303953,-11.315337
-39.357815,37.075550
-42.487041,23.757959
-6.833461,-1.682717
-33.098347,-9.628691
-56.804821,-8.363974
-21.111759,-14.344840
10.457845,-34.174480
-2.204295,-50.897064
-53.032291,-13.751757
-32.475048,36.620621
-54.387474,-13.322518
43.698612,-34.910294
-4.147151,1.162528
-21.514709,-7.383631
-8.058423,43.785614
-57.186001,-5.793718
10.848657,41.094578
-32.572712,-42.124050
5.493722,9.377254
-15.753989,-12.752405
16.863583,-47.164234
-34.507851,46.931137
-48.621777,13.343491
-44.332222,-23.104990
-33.573551,-27.271341
1.413852,27.470488
-6.117764,-48.892200
-12.209383,21.800749
17.515890,-43.535767
-26.206459,8.996544
-48.392014,34.623947
-35.453465,45.514145
28.015869,-18.914892
-60.391880,22.176693
-42.240330,8.375999
-49.106174,-14.518515
42.982235,-2.201929
-32.397835,-40.146816
-23.352568,32.703323
-15.077753,-8.550929
11.943224,-17.615229
-23.171709,30.502045
21.988668,3.048941
-22.610491,-51.209648
-4.706242,3.320189
20.446587,5.686853
2.022116,10.263456
-22.213823,-28.529026
32.196011,-33.821037
2.625469,-5.649016
-32.892910,-29.231804
-8.718573,2.345156
0.127716,-58.453964
-58.591316,28.640242
-39.696594,37.793133
14.102232,-57.341656
-43.275257,3.850389
-24.124615,36.295204
-48.535286,35.343174
-25.851898,11.410780
-21.269958,-35.690140
-59.822842,-14.611964
-32.605305,-22.171345
-32.340134,41.637196
-22.211370,-50.120743
-22.556456,4.932507
-55.214413,25.102074
39.012890,-35.068531
-43.477077,37.015560
-50.065990,2.501109
-56.705425,-5.519984
-0.920748,-53.606289
-50.236153,-28.365297
21.591028,-28.935736
-9.032677,-5.737571
-48.786064,8.698238
3.602360,5.541014
-60.640354,28.194576
-44.938057,-22.106146
-53.701908,-5.875669
-34.037346,4.375620
-6.667898,-39.377148
-59.801544,-11.806900
31.038317,-8.946271
10.675992,9.844559
1.172944,-17.971516
-14.736454,-54.436436
-11.720721,10.894353
-19.343563,-44.978367
19.965990,-29.157555
-51.707649,8.295154
-21.523579,13.814365
-32.485432,25.918129
-4.439998,-1.286267
27.367538,-12.720283
-44.428867,12.266338
-14.769417,-37.502758
-51.543686,-31.389284
-34.644169,32.877522
13.365447,-15.719441
-24.122662,11.107935
-4.931281,3.787702
-58.638607,36.499065
-15.475278,36.308865
-30.548128,-44.192326
2.266338,-12.692710
29.497334,-31.925919
10.961710,-5.571584
-61.971176,-13.225316
-2.455235,-47.242870
-29.522112,-52.733021
-11.326451,4.201200
-33.212318,-47.325165
-5.137034,-53.708065
-19.547457,-36.203274
29.129143,-5.746669
-23.813078,27.315536
-48.932327,12.191335
-60.427582,30.895580
-6.333492,22.439613
-8.408497,-39.043533
16.990496,-58.345375
-9.144655,-4.740141
7.009818,16.069462
-7.720000,-45.654778
19.259548,-54.975506
29.932131,-42.528339
-21.850393,-53.990875
-1.042351,-57.546825
-7.584619,-11.813051
-50.579628,18.087103
-9.306885,13.855649
10.617123,-55.529938
-1.689380,-56.550472
-16.059052,-45.664989
-36.732414,-26.547403
-10.602158,-9.251900
-18.814795,1.304374
3.085526,11.376253
-51.488918,-31.284401
-40.551064,-21.897085
-54.473877,6.643543
17.664013,-5.327224
-2.392780,12.105838
-10.237206,43.788071
13.643526,-24.745522
7.546994,-19.666485
-51.834248,27.300440
5.885602,-23.863426
-12.346983,-18.946472
-6.313534,-57.743881
25.262169,-18.911736
-35.189350,-3.413328
-28.929083,-16.565643
14.344285,-56.798191
-2.969321,9.618783
-14.798954,-57.152817
-29.672604,-2.314638
1.404837,6.116726
31.558613,-4.877728
0.658071,-0.781661
-46.319183,8.520579
-20.043791,5.101694
6.613682,2.426022
25.022041,-2.868259
-20.899874,-18.759424
-38.158600,-3.391944
-17.119938,-9.249907
19.706261,32.867535
-24.186649,8.536467
16.865433,-55.663555
-41.731758,23.767908
0.315269,9.604987
-33.647831,-0.782993
-29.509636,-52.920116
-24.506819,-9.403024
14.273020,-52.971634
-32.483284,-41.851486
-44.347504,-24.364021
7.249701,6.617461
23.672514,-17.856571
-61.283421,-18.275076
-34.987221,23.610102
-1.357866,-8.313887
-4.349703,-1.641637
15.352630,-58.664986
-5.995182,-47.071697
5.247509,-16.084917
-19.138470,17.393158
-41.582973,-48.048126
22.194807,0.575714
16.751457,-60.443157
-35.609573,39.862705
-36.837234,-8.959350
14.054965,-59.516354
-30.908401,-25.446678
-22.115725,-61.083496
-12.177137,21.288002
-47.623482,40.917141
-42.313515,3.015158
-24.545742,-55.892975
-27.436237,10.098989
29.320076,-6.753718
-39.182087,-41.908276
-27.051167,-0.932673
-32.085186,-13.683510
-45.353470,-8.784276
-36.968689,-46.339027
10.750081,6.430825
-47.033428,32.689976
-31.589497,18.884354
8.917933,-25.458019
13.304567,-43.133724
-29.393080,15.773173
-40.876690,-36.039173
-48.491657,18.443750
-53.645760,-14.909657
11.013132,-43.427540
-48.435581,-16.657013
-56.804375,29.658094
-10.299121,-13.922183
-46.719048,12.299244
9.755401,15.880403
-4.057224,22.549160
-37.134521,-34.769318
-39.216232,-42.053909
25.483131,-17.516106
16.638931,-30.048449
-56.019817,24.564518
