18.859377,-26.950804,0.000000
11.361755,-23.325125,0.000000
-40.417896,-9.957249,0.000000
1.270574,48.872860,0.000000
-34.426823,-27.877356,0.000000
-61.287529,11.647561,0.000000
-22.367104,15.834847,0.000000
31.634058,-22.959917,0.000000
14.250340,-28.578913,0.000000
16.319923,-34.067905,0.000000
-10.262171,-32.977760,0.000000
40.840984,32.494343,0.000000
-5.266688,-8.845620,0.000000
18.570465,-3.042422,0.000000
-7.217940,-44.394768,0.000000
39.539116,-27.243073,0.000000
39.317703,-30.200586,0.000000
-25.433531,-4.751115,0.000000
34.257401,-2.420331,0.000000
51.001774,-25.778898,0.000000
-2.150191,24.837717,0.000000
-1.373879,29.721331,0.000000
-46.633106,-19.806633,0.000000
20.726625,0.949792,0.000000
-45.731716,17.219110,0.000000
-12.105455,-43.227272,0.000000
-4.047806,3.638442,0.000000
-14.834680,-20.949356,0.000000
3.550943,9.649112,0.000000
38.219959,-6.646656,0.000000
26.236031,-36.143124,0.000000
23.572483,-36.329788,0.000000
28.287481,-4.411742,0.000000
15.796625,-11.951889,0.000000
47.304398,-12.030189,0.000000
6.335310,38.036777,0.000000
-48.093922,14.785797,0.000000
-16.428385,40.978996,0.000000
48.268227,-10.559173,0.000000
-34.327282,0.402470,0.000000
-46.324314,15.424467,0.000000
-19.062757,11.171538,0.000000
7.060746,-49.784618,0.000000
-25.865589,10.132257,0.000000
-33.876480,-3.379426,0.000000
-27.649427,-19.140167,0.000000
-52.929905,22.516869,0.000000
30.119698,-28.391933,0.000000
-13.428448,-42.235413,0.000000
26.188801,5.642595,0.000000
-27.055344,-36.891930,0.000000
35.827789,-31.043711,0.000000
34.871742,-15.192805,0.000000
-29.744324,-14.667009,0.000000
-34.075607,-23.597897,0.000000
1.472725,-27.061340,0.000000
22.028431,-31.356983,0.000000
-61.029572,10.428543,0.000000
23.540586,-48.089294,0.000000
-20.282061,-4.466244,0.000000
11.051864,-10.011368,0.000000
33.912922,-54.788982,0.000000
22.528105,11.615463,0.000000
27.078146,-55.058353,0.000000
-17.590462,5.202096,0.000000
-60.983807,-15.088238,0.000000
-7.978331,-39.686783,0.000000
6.577445,7.600800,0.000000
14.641903,-18.756430,0.000000
-63.867661,-13.737797,0.000000
-58.298992,-19.248758,0.000000
-25.435574,-32.814869,0.000000
25.625263,-20.530918,0.000000
20.673119,-27.197618,0.000000
-58.659428,6.319326,0.000000
15.101979,20.364481,0.000000
-8.046295,-39.708332,0.000000
10.393884,-9.731805,0.000000
34.427406,-30.258272,0.000000
1.249908,52.947796,0.000000
13.602692,-55.490566,0.000000
-26.645088,-12.161567,0.000000
-26.656250,-15.762290,0.000000
7.901364,21.596172,0.000000
9.712725,24.384832,0.000000
